,case:concept:name,concept:name,time:timestamp
2548,Case 552,Closed,2012-07-07 11:00:36
2549,Case 553,Assign seriousness,2013-02-21 11:41:39
2550,Case 553,Take in charge ticket,2013-03-11 08:11:39
2551,Case 553,Wait,2013-03-11 10:03:58
2552,Case 553,Resolve ticket,2013-03-13 10:59:16
2553,Case 553,Closed,2013-03-28 10:59:33
2554,Case 554,Assign seriousness,2013-02-14 15:55:56
2555,Case 554,Resolve ticket,2013-03-18 15:57:40
2556,Case 554,Closed,2013-04-02 14:58:00
2557,Case 555,Assign seriousness,2010-12-15 14:49:07
2558,Case 555,Take in charge ticket,2010-12-17 10:42:59
2559,Case 555,Resolve ticket,2010-12-30 13:37:37
2560,Case 555,Closed,2011-01-29 13:37:57
2561,Case 556,Assign seriousness,2012-07-05 09:23:18
2562,Case 556,Resolve ticket,2012-07-05 09:44:30
2563,Case 556,Closed,2012-08-07 09:30:11
2564,Case 557,Take in charge ticket,2013-02-26 17:02:16
2565,Case 557,Resolve ticket,2013-04-08 10:35:50
2566,Case 557,Closed,2013-04-23 10:36:09
2567,Case 558,Assign seriousness,2013-10-22 09:26:52
2568,Case 558,Take in charge ticket,2013-10-25 14:34:04
2569,Case 558,Take in charge ticket,2013-11-05 08:01:40
2570,Case 558,Resolve ticket,2013-11-28 11:45:37
2571,Case 558,Closed,2013-12-13 11:45:53
2572,Case 559,Assign seriousness,2013-10-03 11:05:24
2573,Case 559,Take in charge ticket,2013-10-08 07:16:56
2574,Case 559,Wait,2013-10-11 09:21:47
2575,Case 559,Resolve ticket,2013-10-31 08:26:16
2576,Case 559,Closed,2013-11-15 08:26:35
2577,Case 560,Assign seriousness,2010-04-28 15:50:51
2578,Case 560,Take in charge ticket,2010-05-06 07:29:22
2579,Case 560,Resolve ticket,2010-05-20 07:50:14
2580,Case 560,Closed,2010-06-04 07:50:32
2581,Case 561,Assign seriousness,2012-05-31 14:44:00
2582,Case 561,Take in charge ticket,2012-05-31 16:25:59
2583,Case 561,Resolve ticket,2012-06-01 10:40:39
2584,Case 561,Closed,2012-07-14 14:50:25
2585,Case 562,Assign seriousness,2010-12-14 16:44:33
2586,Case 562,Take in charge ticket,2010-12-17 11:20:18
2587,Case 562,Resolve ticket,2010-12-21 09:11:52
2588,Case 562,Closed,2011-02-11 16:50:36
2589,Case 563,Assign seriousness,2011-05-18 07:07:11
2590,Case 563,Take in charge ticket,2011-05-18 15:17:52
2591,Case 563,Resolve ticket,2011-05-19 13:13:15
2592,Case 563,Closed,2011-06-24 14:49:49
2593,Case 564,Assign seriousness,2011-06-09 10:42:40
2594,Case 564,Take in charge ticket,2011-06-09 12:48:08
2595,Case 564,Resolve ticket,2011-06-17 08:50:28
2596,Case 564,Closed,2011-07-12 10:51:04
2597,Case 565,Assign seriousness,2012-07-16 07:02:05
2598,Case 565,Take in charge ticket,2012-07-16 07:02:21
2599,Case 565,Wait,2012-07-17 13:16:36
2600,Case 565,Resolve ticket,2012-07-18 15:44:22
2601,Case 565,Closed,2012-09-01 09:40:21
2602,Case 566,Assign seriousness,2012-12-21 11:19:13
2603,Case 566,Take in charge ticket,2013-01-02 13:34:46
2604,Case 566,Wait,2013-01-07 11:29:05
2605,Case 566,Take in charge ticket,2013-01-07 13:15:40
2606,Case 566,Wait,2013-01-07 16:40:47
2607,Case 566,Resolve ticket,2013-01-08 09:01:01
2608,Case 566,Closed,2013-01-23 09:01:16
2609,Case 567,Assign seriousness,2011-07-29 10:45:34
2610,Case 567,Take in charge ticket,2011-07-29 12:29:41
2611,Case 567,Resolve ticket,2011-07-29 13:12:05
2612,Case 567,Closed,2011-09-22 10:50:19
2613,Case 568,Assign seriousness,2011-08-23 07:55:39
2614,Case 568,Take in charge ticket,2011-08-23 07:55:46
2615,Case 568,Resolve ticket,2011-08-24 15:44:28
2616,Case 568,Closed,2011-10-10 08:00:42
2617,Case 569,Assign seriousness,2011-06-30 09:43:59
2618,Case 569,Assign seriousness,2011-06-30 09:44:19
2619,Case 569,Take in charge ticket,2011-07-05 12:34:00
2620,Case 569,Resolve ticket,2011-07-07 08:33:49
2621,Case 569,Closed,2011-08-02 09:50:46
2622,Case 570,Assign seriousness,2012-05-29 13:05:16
2623,Case 570,Take in charge ticket,2012-05-29 13:37:40
2624,Case 570,Resolve ticket,2012-05-29 15:20:39
2625,Case 570,Closed,2012-07-06 13:10:44
2626,Case 571,Assign seriousness,2011-05-10 10:41:18
2627,Case 571,Take in charge ticket,2011-05-11 13:53:50
2628,Case 571,Wait,2011-06-09 09:37:51
2629,Case 571,Take in charge ticket,2011-06-21 09:41:50
2630,Case 571,Resolve ticket,2011-06-21 09:45:58
2631,Case 571,Closed,2011-07-06 09:46:19
2632,Case 572,Assign seriousness,2010-05-28 11:02:07
2633,Case 572,Wait,2010-05-28 14:24:24
2634,Case 572,Take in charge ticket,2010-05-28 14:57:02
2635,Case 572,Resolve ticket,2010-05-28 14:57:12
2636,Case 572,Take in charge ticket,2010-05-28 15:37:43
2637,Case 572,Wait,2010-05-28 16:21:51
2638,Case 572,Take in charge ticket,2010-05-31 08:56:23
2639,Case 572,Resolve ticket,2010-05-31 08:57:56
2640,Case 572,Closed,2010-06-29 11:00:25
2641,Case 573,Assign seriousness,2012-07-30 07:06:46
2642,Case 573,Take in charge ticket,2012-07-30 07:07:07
2643,Case 573,Wait,2012-07-30 08:48:00
2644,Case 573,Resolve ticket,2012-07-31 10:05:46
2645,Case 573,Closed,2012-09-02 08:30:17
2646,Case 574,Take in charge ticket,2011-12-14 09:47:44
2647,Case 574,Resolve ticket,2011-12-14 09:48:59
2648,Case 574,Closed,2012-02-02 09:50:48
2649,Case 575,Assign seriousness,2013-11-14 16:54:23
2650,Case 575,Take in charge ticket,2013-11-28 16:03:26
2651,Case 575,Wait,2013-11-29 10:07:27
2652,Case 575,Resolve ticket,2013-12-10 15:43:41
2653,Case 575,Closed,2013-12-25 15:43:56
2654,Case 576,Assign seriousness,2010-12-01 16:39:51
2655,Case 576,Take in charge ticket,2010-12-02 17:41:33
2656,Case 576,Resolve ticket,2010-12-02 17:44:15
2657,Case 576,Resolve ticket,2010-12-02 17:44:15
2658,Case 576,Closed,2011-01-15 16:40:37
2659,Case 577,Assign seriousness,2011-04-29 10:42:14
2660,Case 577,Take in charge ticket,2011-04-29 10:42:26
2661,Case 577,Take in charge ticket,2011-04-29 12:55:58
2662,Case 577,Resolve ticket,2011-05-17 07:14:04
2663,Case 577,Closed,2011-06-01 07:14:17
2664,Case 578,Assign seriousness,2011-09-22 08:10:27
2665,Case 578,Resolve ticket,2011-09-26 07:42:40
2666,Case 578,Closed,2011-10-25 08:20:28
2667,Case 579,Assign seriousness,2011-02-15 13:52:41
2668,Case 579,Take in charge ticket,2011-02-15 13:52:52
2669,Case 579,Resolve ticket,2011-02-15 13:53:29
2670,Case 579,Closed,2011-04-02 14:15:17
2671,Case 580,Assign seriousness,2011-04-19 10:22:36
2672,Case 580,Take in charge ticket,2011-04-19 10:22:53
2673,Case 580,Resolve ticket,2011-04-22 08:04:16
2674,Case 580,Closed,2011-06-04 10:30:31
2675,Case 581,Assign seriousness,2012-06-25 09:15:09
2676,Case 581,Take in charge ticket,2012-06-25 09:15:53
2677,Case 581,Wait,2012-06-26 10:08:06
2678,Case 581,Resolve ticket,2012-07-03 10:21:23
2679,Case 581,Closed,2012-08-02 09:40:35
2680,Case 582,Assign seriousness,2010-12-10 08:15:43
2681,Case 582,Take in charge ticket,2010-12-13 08:25:39
2682,Case 582,Resolve ticket,2010-12-14 10:40:45
2683,Case 582,Take in charge ticket,2010-12-15 16:41:37
2684,Case 582,Wait,2010-12-16 10:49:48
2685,Case 582,Take in charge ticket,2011-01-04 16:04:05
2686,Case 582,Resolve ticket,2011-01-04 16:35:10
2687,Case 582,Closed,2011-01-19 16:35:23
2688,Case 583,Assign seriousness,2012-06-05 15:26:52
2689,Case 583,Take in charge ticket,2012-06-06 07:01:41
2690,Case 583,Resolve ticket,2012-06-07 14:54:06
2691,Case 583,Closed,2012-07-06 15:30:23
2692,Case 584,Assign seriousness,2011-03-10 10:32:42
2693,Case 584,Take in charge ticket,2011-03-10 10:33:29
2694,Case 584,Wait,2011-03-10 11:16:12
2695,Case 584,Take in charge ticket,2011-03-14 08:25:15
2696,Case 584,Wait,2011-03-18 13:47:25
2697,Case 584,Take in charge ticket,2011-03-25 14:51:06
2698,Case 584,Resolve ticket,2011-03-25 14:51:20
2699,Case 584,Closed,2011-04-21 08:00:42
2700,Case 585,Assign seriousness,2010-09-09 12:33:02
2701,Case 585,Take in charge ticket,2010-09-09 12:33:43
2702,Case 585,Resolve ticket,2010-09-09 12:33:50
2703,Case 585,Closed,2010-10-23 12:40:33
2704,Case 586,Assign seriousness,2012-07-24 15:42:04
2705,Case 586,Take in charge ticket,2012-07-26 15:14:39
2706,Case 586,Resolve ticket,2012-08-03 13:19:10
2707,Case 586,Closed,2012-09-08 15:50:42
2708,Case 587,Assign seriousness,2010-04-01 09:36:02
2709,Case 587,Take in charge ticket,2010-04-29 08:55:35
2710,Case 587,Wait,2010-04-29 09:38:26
2711,Case 587,Take in charge ticket,2010-04-29 13:39:58
2712,Case 587,Resolve ticket,2010-04-29 14:26:41
2713,Case 587,Closed,2010-05-14 14:26:52
2714,Case 588,Assign seriousness,2010-02-02 09:52:38
2715,Case 588,Take in charge ticket,2010-02-17 16:24:59
2716,Case 588,Resolve ticket,2010-02-19 08:23:45
2717,Case 588,Closed,2010-03-06 08:24:05
2718,Case 589,Assign seriousness,2012-07-20 10:02:52
2719,Case 589,Take in charge ticket,2012-07-23 07:24:50
2720,Case 589,Resolve ticket,2012-07-24 15:24:35
2721,Case 589,Closed,2012-09-06 10:12:38
2722,Case 590,Assign seriousness,2010-12-14 11:45:17
2723,Case 590,Take in charge ticket,2010-12-15 16:15:20
2724,Case 590,Resolve ticket,2010-12-15 16:33:13
2725,Case 590,Closed,2011-01-27 11:50:51
2726,Case 591,Insert ticket,2010-05-05 12:56:02
2727,Case 591,Assign seriousness,2010-05-05 14:39:36
2728,Case 591,Take in charge ticket,2010-05-11 07:52:31
2729,Case 591,Resolve ticket,2010-05-12 14:39:13
2730,Case 591,Closed,2010-06-05 13:00:17
2731,Case 592,Take in charge ticket,2012-01-23 08:40:34
2732,Case 592,Resolve ticket,2012-01-31 17:03:03
2733,Case 592,Closed,2012-02-23 08:50:25
2734,Case 593,Assign seriousness,2013-10-31 09:25:26
2735,Case 593,Take in charge ticket,2013-12-11 11:18:01
2736,Case 593,Resolve ticket,2013-12-11 14:48:08
2737,Case 593,Closed,2013-12-26 14:48:27
2738,Case 594,Assign seriousness,2013-11-28 09:39:07
2739,Case 594,Take in charge ticket,2013-11-28 10:19:04
2740,Case 594,Resolve ticket,2013-12-16 08:58:25
2741,Case 594,Closed,2013-12-31 08:58:44
2742,Case 595,Assign seriousness,2013-11-25 11:01:44
2743,Case 595,Take in charge ticket,2013-11-25 11:59:03
2744,Case 595,Wait,2013-11-25 13:47:37
2745,Case 595,Resolve ticket,2013-12-19 13:20:46
2746,Case 595,Closed,2014-01-03 13:20:58
2747,Case 596,Assign seriousness,2012-01-13 16:31:55
2748,Case 596,Take in charge ticket,2012-01-16 08:37:03
2749,Case 596,Resolve ticket,2012-01-16 15:39:17
2750,Case 596,Closed,2012-03-12 16:40:46
2751,Case 597,Assign seriousness,2011-03-22 08:27:05
2752,Case 597,Take in charge ticket,2011-03-25 11:28:43
2753,Case 597,Resolve ticket,2011-04-08 13:41:15
2754,Case 597,Closed,2011-04-23 13:41:31
2755,Case 598,Assign seriousness,2011-06-23 14:43:37
2756,Case 598,Assign seriousness,2011-06-23 14:44:01
2757,Case 598,Take in charge ticket,2011-06-23 14:48:10
2758,Case 598,Resolve ticket,2011-06-23 15:13:17
2759,Case 598,Closed,2011-07-26 14:50:24
2760,Case 599,Insert ticket,2010-03-04 16:49:18
2761,Case 599,Assign seriousness,2010-03-08 13:59:35
2762,Case 599,Take in charge ticket,2010-03-08 14:00:06
2763,Case 599,Resolve ticket,2010-03-08 14:00:16
2764,Case 599,Closed,2010-04-06 15:50:21
2765,Case 600,Assign seriousness,2012-07-03 14:03:26
2766,Case 600,Take in charge ticket,2012-07-11 08:28:34
2767,Case 600,Resolve ticket,2012-07-11 09:10:08
2768,Case 600,Closed,2012-09-01 08:13:21
2769,Case 601,Assign seriousness,2010-12-29 11:10:05
2770,Case 601,Take in charge ticket,2011-01-10 11:35:05
2771,Case 601,Resolve ticket,2011-01-18 11:01:45
2772,Case 601,Closed,2011-02-02 11:02:01
2773,Case 602,Assign seriousness,2012-05-02 07:17:26
2774,Case 602,Take in charge ticket,2012-05-02 07:39:30
2775,Case 602,Wait,2012-05-09 14:23:42
2776,Case 602,Resolve ticket,2012-05-31 12:46:09
2777,Case 602,Closed,2012-06-15 12:46:20
2778,Case 603,Assign seriousness,2013-01-21 08:08:20
2779,Case 603,Take in charge ticket,2013-01-28 16:05:48
2780,Case 603,Resolve ticket,2013-02-15 08:05:19
2781,Case 603,Resolve ticket,2013-02-15 08:05:20
2782,Case 603,Closed,2013-03-02 08:05:34
2783,Case 604,Assign seriousness,2011-10-17 13:39:19
2784,Case 604,Resolve ticket,2011-10-18 07:27:07
2785,Case 604,Closed,2011-11-24 14:40:49
2786,Case 605,Assign seriousness,2011-04-04 13:06:22
2787,Case 605,Take in charge ticket,2011-04-04 13:06:59
2788,Case 605,Resolve ticket,2011-04-04 14:28:46
2789,Case 605,Closed,2011-05-05 13:10:38
2790,Case 606,Assign seriousness,2013-04-05 16:13:54
2791,Case 606,Take in charge ticket,2013-04-15 15:05:20
2792,Case 606,Resolve ticket,2013-04-23 10:34:43
2793,Case 606,Closed,2013-05-08 10:34:56
2794,Case 607,Assign seriousness,2011-06-14 07:11:34
2795,Case 607,Take in charge ticket,2011-06-14 07:22:14
2796,Case 607,Wait,2011-06-16 15:20:04
2797,Case 607,Take in charge ticket,2011-06-17 13:19:03
2798,Case 607,Resolve ticket,2011-06-17 13:20:01
2799,Case 607,Closed,2011-07-15 14:20:39
2800,Case 608,Assign seriousness,2010-12-23 08:52:03
2801,Case 608,Take in charge ticket,2010-12-28 16:34:13
2802,Case 608,Wait,2010-12-28 16:43:35
2803,Case 608,Take in charge ticket,2011-01-10 08:29:01
2804,Case 608,Resolve ticket,2011-01-10 08:29:39
2805,Case 608,Closed,2011-01-25 08:29:53
2806,Case 609,Assign seriousness,2010-03-19 15:46:29
2807,Case 609,Assign seriousness,2010-03-19 15:46:50
2808,Case 609,Take in charge ticket,2010-03-19 15:47:09
2809,Case 609,Resolve ticket,2010-04-20 08:27:07
2810,Case 609,Closed,2010-05-05 08:27:22
2811,Case 610,Assign seriousness,2010-09-03 08:49:02
2812,Case 610,Take in charge ticket,2010-09-09 10:01:32
2813,Case 610,Resolve ticket,2010-09-09 10:12:29
2814,Case 610,Closed,2010-10-21 08:50:25
2815,Case 611,Assign seriousness,2010-12-31 09:41:03
2816,Case 611,Take in charge ticket,2010-12-31 09:41:44
2817,Case 611,Resolve ticket,2010-12-31 09:42:08
2818,Case 611,Closed,2011-02-13 09:50:37
2819,Case 612,Insert ticket,2010-04-28 07:59:40
2820,Case 612,Assign seriousness,2010-04-28 08:04:25
2821,Case 612,Take in charge ticket,2010-04-29 13:32:50
2822,Case 612,Resolve ticket,2010-04-29 13:39:49
2823,Case 612,Closed,2010-05-29 08:01:22
2824,Case 613,Assign seriousness,2012-07-27 14:39:25
2825,Case 613,Take in charge ticket,2012-07-30 08:07:05
2826,Case 613,Resolve ticket,2012-07-30 08:09:30
2827,Case 613,Closed,2012-09-09 14:41:03
2828,Case 614,Assign seriousness,2012-07-11 15:35:34
2829,Case 614,Take in charge ticket,2012-07-12 08:10:08
2830,Case 614,Resolve ticket,2012-07-18 08:23:38
2831,Case 614,Closed,2012-08-11 15:40:19
2832,Case 615,Assign seriousness,2011-09-01 07:15:15
2833,Case 615,Take in charge ticket,2011-09-01 07:15:49
2834,Case 615,Resolve ticket,2011-09-13 07:50:31
2835,Case 615,Closed,2011-10-15 07:20:46
2836,Case 616,Assign seriousness,2010-03-24 11:24:08
2837,Case 616,Take in charge ticket,2010-03-24 11:24:16
2838,Case 616,Resolve ticket,2010-04-14 14:51:34
2839,Case 616,Closed,2010-04-29 14:51:50
2840,Case 617,Assign seriousness,2010-11-16 11:53:46
2841,Case 617,Take in charge ticket,2010-11-16 14:22:57
2842,Case 617,Resolve ticket,2010-11-17 09:05:25
2843,Case 617,Closed,2011-01-01 12:00:41
2844,Case 618,Assign seriousness,2012-01-30 16:21:12
2845,Case 618,Take in charge ticket,2012-01-30 16:21:21
2846,Case 618,Resolve ticket,2012-01-30 16:26:10
2847,Case 618,Closed,2012-03-14 16:30:35
2848,Case 619,Assign seriousness,2011-03-31 15:49:16
2849,Case 619,Take in charge ticket,2011-03-31 15:50:04
2850,Case 619,Resolve ticket,2011-04-22 07:57:10
2851,Case 619,Closed,2011-05-07 07:57:27
2852,Case 620,Assign seriousness,2011-12-27 10:15:56
2853,Case 620,Take in charge ticket,2011-12-27 14:02:18
2854,Case 620,Wait,2011-12-27 15:02:37
2855,Case 620,Take in charge ticket,2012-01-12 08:25:56
2856,Case 620,Resolve ticket,2012-01-12 08:42:41
2857,Case 620,Closed,2012-02-11 08:43:08
2858,Case 621,Assign seriousness,2012-06-21 09:27:04
2859,Case 621,Take in charge ticket,2012-06-21 09:27:38
2860,Case 621,Resolve ticket,2012-06-25 07:53:25
2861,Case 621,Closed,2012-07-24 09:31:31
2862,Case 622,Assign seriousness,2012-09-27 14:03:27
2863,Case 622,Take in charge ticket,2012-09-27 14:04:02
2864,Case 622,Create SW anomaly,2012-09-28 10:14:14
2865,Case 622,Resolve ticket,2012-11-05 16:41:28
2866,Case 622,Closed,2012-11-20 16:41:39
2867,Case 623,Assign seriousness,2011-11-08 10:47:18
2868,Case 623,Take in charge ticket,2011-11-11 13:31:56
2869,Case 623,Wait,2011-11-22 09:56:15
2870,Case 623,Resolve ticket,2011-11-25 11:37:22
2871,Case 623,Resolve ticket,2011-11-25 11:37:25
2872,Case 623,Closed,2011-12-14 13:30:32
2873,Case 624,Assign seriousness,2013-10-24 10:09:08
2874,Case 624,Take in charge ticket,2013-10-25 13:04:07
2875,Case 624,Wait,2013-10-28 08:26:23
2876,Case 624,Resolve ticket,2013-11-11 09:35:03
2877,Case 624,Closed,2013-11-26 09:35:14
2878,Case 625,Assign seriousness,2010-04-19 15:41:52
2879,Case 625,Take in charge ticket,2010-04-20 07:20:23
2880,Case 625,Resolve ticket,2010-04-22 14:28:57
2881,Case 625,Closed,2010-05-20 15:50:37
2882,Case 626,Assign seriousness,2013-01-16 09:10:01
2883,Case 626,Take in charge ticket,2013-01-24 09:59:25
2884,Case 626,Wait,2013-01-25 11:17:26
2885,Case 626,Resolve ticket,2013-02-05 10:12:58
2886,Case 626,Closed,2013-02-20 10:13:07
2887,Case 627,Assign seriousness,2012-07-10 07:23:55
2888,Case 627,Take in charge ticket,2012-07-10 07:24:26
2889,Case 627,Resolve ticket,2012-07-10 11:16:10
2890,Case 627,Closed,2012-08-10 07:30:39
2891,Case 628,Assign seriousness,2011-01-26 09:10:07
2892,Case 628,Take in charge ticket,2011-01-27 09:10:56
2893,Case 628,Wait,2011-02-16 14:45:12
2894,Case 628,Take in charge ticket,2011-02-18 09:09:12
2895,Case 628,Resolve ticket,2011-02-18 09:14:21
2896,Case 628,Closed,2011-03-08 08:18:04
2897,Case 629,Assign seriousness,2012-02-15 11:15:29
2898,Case 629,Resolve ticket,2012-02-15 11:16:08
2899,Case 629,Closed,2012-03-17 11:20:59
2900,Case 630,Assign seriousness,2013-05-07 10:05:44
2901,Case 630,Take in charge ticket,2013-05-20 08:40:40
2902,Case 630,Resolve ticket,2013-05-23 07:47:37
2903,Case 630,Closed,2013-06-07 07:47:52
2904,Case 631,Take in charge ticket,2013-07-16 15:55:55
2905,Case 631,Wait,2013-07-18 09:10:39
2906,Case 631,Take in charge ticket,2013-07-24 14:57:05
2907,Case 631,Wait,2013-08-02 10:29:29
2908,Case 631,Resolve ticket,2013-08-19 15:26:03
2909,Case 631,Closed,2013-09-03 15:26:23
2910,Case 632,Assign seriousness,2010-07-20 08:40:57
2911,Case 632,Take in charge ticket,2010-07-29 15:20:00
2912,Case 632,Resolve ticket,2010-07-29 15:27:41
2913,Case 632,Closed,2010-08-20 08:50:20
2914,Case 633,Assign seriousness,2012-05-29 15:22:37
2915,Case 633,Take in charge ticket,2012-05-30 07:16:49
2916,Case 633,Resolve ticket,2012-06-01 07:55:25
2917,Case 633,Closed,2012-07-12 15:30:20
2918,Case 634,Assign seriousness,2012-03-22 08:46:45
2919,Case 634,Take in charge ticket,2012-03-22 08:48:01
2920,Case 634,Resolve ticket,2012-03-23 08:35:03
2921,Case 634,Closed,2012-05-09 07:50:29
2922,Case 635,Assign seriousness,2011-06-29 10:00:04
2923,Case 635,Assign seriousness,2011-06-29 10:07:21
2924,Case 635,Take in charge ticket,2011-06-29 11:13:16
2925,Case 635,Resolve ticket,2011-06-29 11:13:58
2926,Case 635,Closed,2011-08-27 10:10:24
2927,Case 636,Assign seriousness,2011-03-22 16:38:53
2928,Case 636,Take in charge ticket,2011-03-22 16:45:16
2929,Case 636,Wait,2011-03-31 07:19:40
2930,Case 636,Wait,2011-03-31 07:20:00
2931,Case 636,Take in charge ticket,2011-04-20 09:32:46
2932,Case 636,Resolve ticket,2011-04-20 09:32:52
2933,Case 636,Closed,2011-05-05 09:33:04
2934,Case 637,Assign seriousness,2011-09-15 13:33:25
2935,Case 637,Take in charge ticket,2011-09-21 07:45:49
2936,Case 637,Resolve ticket,2011-09-29 10:05:34
2937,Case 637,Closed,2011-11-02 14:41:02
2938,Case 638,Assign seriousness,2012-10-17 09:24:20
2939,Case 638,Take in charge ticket,2012-11-07 08:45:41
2940,Case 638,Wait,2012-11-08 08:29:11
2941,Case 638,Take in charge ticket,2012-11-08 08:29:42
2942,Case 638,Wait,2012-11-15 13:53:50
2943,Case 638,Resolve ticket,2012-11-29 11:31:28
2944,Case 638,Closed,2012-12-14 11:31:39
2945,Case 639,Assign seriousness,2013-07-11 16:13:23
2946,Case 639,Take in charge ticket,2013-07-17 13:26:22
2947,Case 639,Wait,2013-07-18 13:09:29
2948,Case 639,Resolve ticket,2013-08-01 15:21:54
2949,Case 639,Closed,2013-08-16 15:22:13
2950,Case 640,Assign seriousness,2010-10-19 14:29:56
2951,Case 640,Take in charge ticket,2010-11-12 13:52:11
2952,Case 640,Resolve ticket,2010-11-12 13:52:18
2953,Case 640,Closed,2010-11-27 13:52:29
2954,Case 641,Take in charge ticket,2012-05-21 07:22:45
2955,Case 641,Resolve ticket,2012-05-31 12:47:04
2956,Case 641,Closed,2012-07-04 07:30:22
2957,Case 642,Assign seriousness,2010-10-20 15:32:52
2958,Case 642,Assign seriousness,2010-10-20 15:33:11
2959,Case 642,Take in charge ticket,2010-10-20 15:33:20
2960,Case 642,Resolve ticket,2010-10-22 07:33:43
2961,Case 642,Closed,2010-11-23 16:40:21
2962,Case 643,Assign seriousness,2012-01-26 08:48:31
2963,Case 643,Take in charge ticket,2012-01-26 08:48:55
2964,Case 643,Resolve ticket,2012-01-26 14:37:16
2965,Case 643,Closed,2012-02-28 08:50:28
2966,Case 644,Take in charge ticket,2012-02-07 13:29:09
